ID,probs
2147,0.23
2148,0.042
2149,0.092
2150,0.376
2151,0.478
2152,0.024
2153,0.114
2154,0.076
2155,0.088
2156,0.138
2157,0.16
2158,0.006
2159,0.054
2160,0.376
2161,0.124
2162,0.074
2163,0.104
2164,0.584
2165,0.108
2166,0.188
2167,0.36
2168,0.06
2169,0.076
2170,0.182
2171,0.148
2172,0.144
2173,0.254
2174,0.042
2175,0.06
2176,0.08
2177,0.118
2178,0.016
2179,0.21
2180,0.13
2181,0.44
2182,0.23
2183,0.54
2184,0.202
2185,0.092
2186,0.06
2187,0.192
2188,0.054
2189,0.146
2190,0.232
2191,0.048
2192,0.246
2193,0.168
2194,0.552
2195,0.062
2196,0.134
2197,0.024
2198,0.156
2199,0.184
2200,0.078
2201,0.424
2202,0.018
2203,0.048
2204,0.084
2205,0.224
2206,0.094
2207,0.164
2208,0.104
2209,0.368
2210,0.09
2211,0.094
2212,0.072
2213,0.128
2214,0.37
2215,0.02
2216,0.126
2217,0.142
2218,0.502
2219,0.216
2220,0.056
2221,0.058
2222,0.04
2223,0.144
2224,0.06
2225,0.202
2226,0.5
2227,0.418
2228,0.418
2229,0.166
2230,0.416
2231,0.212
2232,0.032
2233,0.48
2234,0.224
2235,0.118
2236,0.43
2237,0.124
2238,0.248
2239,0.324
2240,0.148
2241,0.152
2242,0.054
2243,0.144
2244,0.12
2245,0.126
2246,0.082
2247,0.278
2248,0.014
2249,0.1
2250,0.242
2251,0.068
2252,0.148
2253,0.106
2254,0.542
2255,0.092
2256,0.21
2257,0.13
2258,0.594
2259,0.404
2260,0.082
2261,0.078
2262,0.17
2263,0.048
2264,0.196
2265,0.084
2266,0.248
2267,0.52
2268,0.088
2269,0.062
2270,0.148
2271,0.12
2272,0.192
2273,0.106
2274,0.062
2275,0.094
2276,0.202
2277,0.058
2278,0.008
2279,0.078
2280,0.086
2281,0.088
2282,0.07
2283,0.034
2284,0.174
2285,0.204
2286,0.234
2287,0.138
2288,0.11
2289,0.234
2290,0.118
2291,0.15
2292,0.222
2293,0.458
2294,0.094
2295,0.134
2296,0.154
2297,0.16
2298,0.074
2299,0.062
2300,0.052
2301,0.084
2302,0.158
2303,0.012
2304,0.352
2305,0.064
2306,0.036
2307,0.088
2308,0.358
2309,0.226
2310,0.03
2311,0.374
2312,0.236
2313,0.304
2314,0.088
2315,0.128
2316,0.022
2317,0.074
2318,0.066
2319,0.172
2320,0.144
2321,0.346
2322,0.182
2323,0.39
2324,0.298
2325,0.332
2326,0.096
2327,0.306
2328,0.178
2329,0.58
2330,0.17
2331,0.062
2332,0.344
2333,0.17
2334,0.158
2335,0.26
2336,0.184
2337,0.3
2338,0.038
2339,0.146
2340,0.046
2341,0.106
2342,0.368
2343,0.004
2344,0.104
2345,0.036
2346,0
2347,0.194
2348,0.126
2349,0.574
2350,0.346
2351,0.104
2352,0.094
2353,0.13
2354,0.572
2355,0.39
2356,0.378
2357,0.098
2358,0.236
2359,0.1
2360,0.136
2361,0.038
2362,0.214
2363,0.114
2364,0.13
2365,0.102
2366,0.152
2367,0.218
2368,0.138
2369,0.216
2370,0.07
2371,0.286
2372,0.362
2373,0.072
2374,0.09
2375,0.188
2376,0.09
2377,0.104
2378,0.136
2379,0.03
2380,0.11
2381,0.254
2382,0.158
2383,0.122
2384,0.142
2385,0.06
2386,0.064
2387,0.078
2388,0.14
2389,0.13
2390,0.36
2391,0.25
2392,0.058
2393,0.424
2394,0.046
2395,0.146
2396,0.08
2397,0.08
2398,0.054
2399,0.416
2400,0.038
2401,0.068
2402,0.45
2403,0.21
2404,0.05
2405,0.46
2406,0.196
2407,0.336
2408,0.264
2409,0.052
2410,0.056
2411,0.092
2412,0.158
2413,0.08
2414,0.176
2415,0.058
2416,0.138
2417,0.132
2418,0.118
2419,0.05
2420,0.108
2421,0.164
2422,0.376
2423,0.514
2424,0.126
2425,0.158
2426,0.1
2427,0.26
2428,0.366
2429,0.098
2430,0.216
2431,0.294
2432,0.164
2433,0.034
2434,0.158
2435,0.49
2436,0.108
2437,0.144
2438,0.138
2439,0.04
2440,0.11
2441,0.29
2442,0.052
2443,0.032
2444,0.084
2445,0.104
2446,0.198
2447,0.472
2448,0.062
2449,0.46
2450,0.04
2451,0.302
2452,0.418
2453,0.154
2454,0.104
2455,0.06
2456,0.758
2457,0.296
2458,0.104
2459,0.002
2460,0.166
2461,0
2462,0.024
2463,0.29
2464,0.304
2465,0.066
2466,0.236
2467,0.086
2468,0.396
2469,0.104
2470,0.35
2471,0.088
2472,0.126
2473,0.116
2474,0.234
2475,0.256
2476,0.064
2477,0.214
2478,0.154
2479,0.022
2480,0.104
2481,0.134
2482,0.044
2483,0.402
2484,0.55
2485,0.232
2486,0.062
2487,0.248
2488,0.134
2489,0.478
2490,0.264
2491,0.4
2492,0.266
2493,0.11
2494,0.114
2495,0.118
2496,0.098
2497,0.254
2498,0.144
2499,0.022
2500,0.184
2501,0.266
2502,0.086
2503,0.068
2504,0.018
2505,0.438
2506,0.11
2507,0.114
2508,0.194
2509,0.092
2510,0.172
2511,0.552
2512,0.362
2513,0.216
2514,0.14
2515,0.126
2516,0.444
2517,0.066
2518,0.082
2519,0.14
2520,0.126
2521,0.244
2522,0.296
2523,0.11
2524,0.056
2525,0.52
2526,0.452
2527,0.08
2528,0.204
2529,0.156
2530,0.082
2531,0.008
2532,0.21
2533,0.18
2534,0.11
2535,0.328
2536,0.102
2537,0.022
2538,0.116
2539,0.232
2540,0.368
2541,0.054
2542,0.094
2543,0.22
2544,0.344
2545,0.068
2546,0.228
2547,0.13
2548,0.164
2549,0.488
2550,0.068
2551,0.138
2552,0.132
2553,0.122
2554,0.246
2555,0.226
2556,0.122
2557,0.068
2558,0.074
2559,0.056
2560,0.146
2561,0.25
2562,0.13
2563,0.528
2564,0.392
2565,0.038
2566,0.19
2567,0.036
2568,0.14
2569,0.42
2570,0.18
2571,0.094
2572,0.054
2573,0.038
2574,0.572
2575,0
2576,0.29
2577,0.096
2578,0.042
2579,0.072
2580,0.16
2581,0.268
2582,0.11
2583,0.154
2584,0.474
2585,0.19
2586,0.106
2587,0.226
2588,0.076
2589,0.108
2590,0.25
2591,0.172
2592,0.03
2593,0.186
2594,0.064
2595,0.044
2596,0.37
2597,0.384
2598,0.13
2599,0.426
2600,0.116
2601,0.366
2602,0.208
2603,0
2604,0.38
2605,0.246
2606,0.278
2607,0.046
2608,0.394
2609,0.06
2610,0.092
2611,0.188
2612,0.132
2613,0.076
2614,0.17
2615,0.03
2616,0.23
2617,0.08
2618,0.168
2619,0.232
2620,0.066
2621,0.144
2622,0.176
2623,0.038
2624,0
2625,0.198
2626,0.112
2627,0.192
2628,0.132
2629,0.026
2630,0.078
2631,0.214
2632,0.076
2633,0.18
2634,0.192
2635,0.548
2636,0.19
2637,0.262
2638,0.442
2639,0.454
2640,0.122
2641,0.124
2642,0.004
2643,0.242
2644,0.08
2645,0.346
2646,0.292
2647,0.214
2648,0.076
2649,0.206
2650,0.136
2651,0.104
2652,0.12
2653,0.114
2654,0.18
2655,0.166
2656,0.156
2657,0.034
2658,0.094
2659,0.084
2660,0.062
2661,0.016
2662,0.358
2663,0.148
2664,0.152
2665,0.178
2666,0.496
2667,0.138
2668,0.102
2669,0.09
2670,0.054
2671,0.07
2672,0.94
2673,0.238
2674,0.048
2675,0.104
2676,0.116
2677,0.164
2678,0.216
2679,0.026
2680,0.102
2681,0.194
2682,0.11
2683,0.096
2684,0.496
2685,0.234
2686,0.094
2687,0.134
2688,0.102
2689,0.264
2690,0.228
2691,0.124
2692,0.108
2693,0.296
2694,0.642
2695,0.146
2696,0.082
2697,0.094
2698,0.086
2699,0.116
2700,0.19
2701,0.06
2702,0.176
2703,0.03
2704,0.348
2705,0.002
2706,0.478
2707,0.088
2708,0.24
2709,0.086
2710,0.164
2711,0.926
2712,0.046
2713,0.084
2714,0.16
2715,0.19
2716,0.25
2717,0.176
2718,0.262
2719,0.074
2720,0.556
2721,0.242
2722,0.202
2723,0.236
2724,0.146
2725,0.31
2726,0.184
2727,0.094
2728,0.19
2729,0.474
2730,0.07
2731,0.084
2732,0
2733,0.034
2734,0.18
2735,0.684
2736,0.128
2737,0.094
2738,0.27
2739,0.084
2740,0.174
2741,0.186
2742,0.156
2743,0.286
2744,0.394
2745,0.512
2746,0.042
2747,0.37
2748,0.288
2749,0.086
2750,0.164
2751,0.258
2752,0.19
2753,0.152
2754,0.026
2755,0.336
2756,0.142
2757,0.162
2758,0.042
2759,0.096
2760,0.114
2761,0.388
2762,0.028
2763,0.45
2764,0.426
2765,0.05
2766,0.068
2767,0.196
2768,0.156
2769,0.252
2770,0.026
2771,0.018
2772,0.002
2773,0.224
2774,0.064
2775,0.066
2776,0.078
2777,0.298
2778,0.174
2779,0.364
2780,0.56
2781,0.654
2782,0.194
2783,0.102
2784,0.31
2785,0.044
2786,0.586
2787,0.07
2788,0.562
2789,0.098
2790,0.29
2791,0.506
2792,0.068
2793,0.012
2794,0.222
2795,0.2
2796,0.066
2797,0.15
2798,0.064
2799,0.24
2800,0.068
2801,0.212
2802,0.134
2803,0.24
2804,0.142
2805,0.056
2806,0.094
2807,0.104
2808,0.14
2809,0.306
2810,0.392
2811,0.198
2812,0.028
2813,0.43
2814,0.298
2815,0.038
2816,0.338
2817,0.038
2818,0.216
2819,0.066
2820,0.042
2821,0.068
2822,0.42
2823,0.398
2824,0.214
2825,0.234
2826,0.488
2827,0.09
2828,0.092
2829,0.182
2830,0.138
2831,0.182
2832,0.032
2833,0.216
2834,0.12
2835,0.036
2836,0.298
2837,0.018
2838,0.034
2839,0.472
2840,0.128
2841,0.358
2842,0.196
2843,0.074
2844,0.15
2845,0.364
2846,0.186
2847,0.226
2848,0.358
2849,0.128
2850,0.086
2851,0.038
2852,0.364
2853,0.206
2854,0.076
2855,0.15
2856,0.268
2857,0.306
2858,0.108
2859,0.156
2860,0.32
2861,0.094
2862,0.374
2863,0.23
2864,0.096
2865,0.056
2866,0.084
2867,0.14
2868,0.504
2869,0.096
2870,0.198
2871,0.3
2872,0.136
2873,0.032
2874,0.064
2875,0.194
2876,0.014
2877,0.346
2878,0.082
2879,0.152
2880,0.126
2881,0.044
2882,0.42
2883,0.018
2884,0.18
2885,0.41
2886,0.096
2887,0.134
2888,0.092
2889,0.148
2890,0.174
2891,0.212
2892,0.156
2893,0.238
2894,0.042
2895,0.556
2896,0.25
2897,0.048
2898,0.056
2899,0.412
2900,0.044
2901,0.47
2902,0.41
2903,0.1
2904,0.048
2905,0.094
2906,0.236
2907,0.018
2908,0.166
2909,0.306
2910,0.118
2911,0.3
2912,0.322
2913,0.012
2914,0.178
2915,0.03
2916,0.552
2917,0.152
2918,0.134
2919,0.45
2920,0.272
2921,0.142
2922,0.282
2923,0.074
2924,0.02
2925,0.474
2926,0.122
2927,0.542
2928,0.114
2929,0.392
2930,0.148
2931,0.19
2932,0.04
2933,0.172
2934,0.092
2935,0.248
2936,0.192
2937,0.104
2938,0.028
2939,0.09
2940,0.054
2941,0.336
2942,0.798
2943,0.894
2944,0.004
2945,0.19
2946,0.036
2947,0.462
2948,0.172
2949,0.294
2950,0.238
2951,0.252
2952,0.314
2953,0.556
2954,0.08
2955,0.11
2956,0.114
2957,0.1
2958,0.37
2959,0.22
2960,0.272
2961,0.124
2962,0.124
2963,0.356
2964,0.068
2965,0.184
2966,0.198
2967,0.358
2968,0.464
2969,0.042
2970,0.564
2971,0.036
2972,0.076
2973,0.176
2974,0.246
2975,0.442
2976,0.054
2977,0.068
2978,0.066
2979,0.098
2980,0.184
2981,0.072
2982,0.084
2983,0.16
2984,0.418
2985,0.074
2986,0.378
2987,0.472
2988,0.044
2989,0.218
2990,0.108
2991,0.356
2992,0.216
2993,0.062
2994,0.018
2995,0.094
2996,0.158
2997,0.446
2998,0.466
2999,0.526
3000,0.236
3001,0.098
3002,0.11
3003,0.46
3004,0.14
3005,0.052
3006,0.092
3007,0.414
3008,0.514
3009,0.126
3010,0.106
3011,0.42
3012,0.182
3013,0.104
3014,0.056
3015,0.084
3016,0.438
3017,0.17
3018,0.08
3019,0.036
3020,0.122
3021,0.192
3022,0.106
3023,0.218
3024,0.068
3025,0.522
3026,0.268
3027,0.382
3028,0.322
3029,0.122
3030,0.268
3031,0.06
3032,0.318
3033,0.04
3034,0.2
3035,0.036
3036,0.11
3037,0.192
3038,0.242
3039,0.1
3040,0.064
3041,0.13
3042,0.076
3043,0.454
3044,0.144
3045,0.038
3046,0.51
3047,0.306
3048,0.34
3049,0.088
3050,0.062
3051,0.09
3052,0.2
3053,0.032
3054,0.094
3055,0.174
3056,0.12
3057,0.2
3058,0.12
3059,0.212
3060,0.078
3061,0.058
3062,0.258
3063,0.078
3064,0.086
3065,0.106
3066,0.154
3067,0.248
3068,0.108
3069,0.192
3070,0.198
3071,0.166
3072,0.086
3073,0.144
3074,0.142
3075,0.158
3076,0.028
3077,0.098
3078,0.108
3079,0.068
3080,0.066
3081,0.122
3082,0.336
3083,0.132
3084,0.124
3085,0.49
3086,0.036
3087,0.484
3088,0.13
3089,0.084
3090,0.246
3091,0.11
3092,0.148
3093,0.246
3094,0.156
3095,0.158
3096,0.096
3097,0.21
3098,0.122
3099,0.202
3100,0.242
3101,0.074
3102,0.186
3103,0.056
3104,0.144
3105,0.344
3106,0.184
3107,0.208
3108,0.01
3109,0.248
3110,0.222
3111,0.028
3112,0.14
3113,0.336
3114,0.262
3115,0.944
3116,0.078
3117,0.05
3118,0.296
3119,0.16
3120,0.072
3121,0.158
3122,0.12
3123,0.056
3124,0.484
3125,0.118
3126,0.252
3127,0.136
3128,0.506
3129,0.308
3130,0.044
3131,0.038
3132,0.256
3133,0.076
3134,0.064
3135,0.312
3136,0.174
3137,0.094
3138,0.076
3139,0.494
3140,0.074
3141,0.158
3142,0.124
3143,0.152
3144,0.072
3145,0.332
3146,0.086
3147,0.172
3148,0.152
3149,0.316
3150,0.398
3151,0.19
3152,0.114
3153,0.208
3154,0.042
3155,0.174
3156,0.146
3157,0.1
3158,0.058
3159,0.138
3160,0.276
3161,0.198
3162,0.078
3163,0.246
3164,0.204
3165,0
3166,0.16
3167,0.344
3168,0.066
3169,0.166
3170,0.112
3171,0.112
3172,0.026
3173,0.156
3174,0.264
3175,0.282
3176,0.148
3177,0.064
3178,0.114
3179,0.216
3180,0.374
3181,0.06
3182,0.06
3183,0.188
3184,0.01
3185,0.1
3186,0.206
3187,0.062
3188,0.2
3189,0.064
3190,0.128
3191,0.27
3192,0.234
3193,0.186
3194,0.132
3195,0.582
3196,0.028
3197,0.02
3198,0.076
3199,0.204
3200,0.202
3201,0.026
3202,0.066
3203,0.042
3204,0.166
3205,0.108
3206,0.208
3207,0.392
3208,0.128
3209,0.1
3210,0.086
3211,0.254
3212,0.088
3213,0.206
3214,0.14
3215,0.05
3216,0.084
3217,0.336
3218,0.16
3219,0.39
3220,0.464
3221,0
3222,0.08
3223,0.352
3224,0.074
3225,0.396
3226,0.238
3227,0.19
3228,0.638
3229,0.16
3230,0.13
3231,0.04
3232,0.234
3233,0.044
3234,0.19
3235,0.064
3236,0.172
3237,0.05
3238,0.192
3239,0.128
3240,0.026
3241,0.12
3242,0.262
3243,0.394
3244,0.266
3245,0.178
3246,0.33
3247,0.032
3248,0.186
3249,0.452
3250,0.056
3251,0.252
3252,0.214
3253,0.018
3254,0
3255,0.116
3256,0.078
3257,0.078
3258,0.024
3259,0.548
3260,0.056
3261,0.076
3262,0.514
3263,0.16
3264,0.134
3265,0.444
3266,0.488
3267,0.06
3268,0.042
3269,0.068
3270,0.316
3271,0.406
3272,0.084
3273,0.162
3274,0.206
3275,0.218
3276,0.144
3277,0.37
3278,0.108
3279,0.566
3280,0
3281,0.068
3282,0.484
3283,0.278
3284,0.098
3285,0.226
3286,0.212
3287,0.206
3288,0.002
3289,0.266
3290,0.194
3291,0.748
3292,0.404
3293,0.068
3294,0.212
3295,0.398
3296,0.164
3297,0.14
3298,0.106
3299,0.346
3300,0.032
3301,0.098
3302,0.032
3303,0.204
3304,0.274
3305,0.204
3306,0.186
3307,0.182
3308,0.122
3309,0.062
3310,0.242
3311,0.312
3312,0.078
3313,0.11
3314,0.122
3315,0.264
3316,0.174
3317,0.412
3318,0.134
3319,0.246
3320,0.316
3321,0.176
3322,0.546
3323,0.182
3324,0.27
3325,0.142
3326,0.224
3327,0.336
3328,0.084
3329,0.12
3330,0.198
3331,0.2
3332,0.142
3333,0.202
3334,0.162
3335,0.078
3336,0.088
3337,0.142
3338,0.196
3339,0.21
3340,0.154
3341,0.098
3342,0.25
3343,0.252
3344,0.13
3345,0.914
3346,0.148
3347,0.174
3348,0.17
3349,0.09
3350,0.044
3351,0.086
3352,0.046
3353,0.198
3354,0.09
3355,0.1
3356,0.16
3357,0.046
3358,0.498
3359,0.154
3360,0.032
3361,0.308
3362,0.068
3363,0.036
3364,0.324
3365,0.59
3366,0.516
3367,0.148
3368,0.232
3369,0.166
3370,0.156
3371,0.192
3372,0.18
3373,0.152
3374,0.542
3375,0.332
3376,0.514
3377,0.356
3378,0.172
3379,0.172
3380,0.042
3381,0.332
3382,0.392
3383,0.138
3384,0.194
3385,0.16
3386,0.346
3387,0.014
3388,0.562
3389,0.142
3390,0.17
3391,0.39
3392,0.226
3393,0.04
3394,0.164
3395,0.18
3396,0.504
3397,0.186
3398,0
3399,0.228
3400,0.036
3401,0.072
3402,0.024
3403,0.214
3404,0.44
3405,0.118
3406,0.346
3407,0.074
3408,0.324
3409,0.422
3410,0.13
3411,0.52
3412,0.18
3413,0.326
3414,0.062
3415,0.212
3416,0
3417,0.212
3418,0.13
3419,0.072
3420,0.32
3421,0
3422,0.134
3423,0.232
3424,0.154
3425,0
3426,0.154
3427,0.1
3428,0.05
3429,0.088
3430,0.19
3431,0.456
3432,0.384
3433,0.198
3434,0.322
3435,0.1
3436,0.17
3437,0.382
3438,0.476
3439,0.36
3440,0.266
3441,0.084
3442,0.1
3443,0.116
3444,0.108
3445,0.114
3446,0.102
3447,0.096
3448,0.176
3449,0.212
3450,0.3
3451,0.118
3452,0.142
3453,0.162
3454,0.066
3455,0.122
3456,0.09
3457,0.19
3458,0.168
3459,0.028
3460,0.184
3461,0.136
3462,0.11
3463,0.06
3464,0.27
3465,0.056
3466,0.198
3467,0.036
3468,0.288
3469,0.086
3470,0.094
3471,0.092
3472,0.416
3473,0.204
3474,0.114
3475,0.138
3476,0.038
3477,0.046
3478,0.152
3479,0.254
3480,0.356
3481,0.116
3482,0.094
3483,0.178
3484,0.5
3485,0.05
3486,0.612
3487,0.202
3488,0.146
3489,0.11
3490,0.142
3491,0.23
3492,0.078
3493,0.244
3494,0.208
3495,0.17
3496,0.124
3497,0.2
3498,0.352
3499,0.516
3500,0.28
3501,0.182
3502,0.186
3503,0.114
3504,0.002
3505,0.15
3506,0.49
3507,0.176
3508,0.178
3509,0.124
3510,0.344
3511,0.124
3512,0.096
3513,0.14
3514,0.086
3515,0.434
3516,0.094
3517,0.054
3518,0.116
3519,0.3
3520,0.084
3521,0.5
3522,0.13
3523,0.15
3524,0.18
3525,0.166
3526,0.168
3527,0.154
3528,0.144
3529,0.032
3530,0.026
3531,0.058
3532,0.154
3533,0.09
3534,0.452
3535,0.072
3536,0.074
3537,0.206
3538,0.048
3539,0.166
3540,0.282
3541,0.26
3542,0.188
3543,0.346
3544,0.212
3545,0.088
3546,0.05
3547,0.188
3548,0.23
3549,0.408
3550,0.232
3551,0.154
3552,0.254
3553,0.318
3554,0.034
3555,0.044
3556,0.028
3557,0.004
3558,0.06
3559,0.022
3560,0.116
3561,0.416
3562,0.084
3563,0.068
3564,0.242
3565,0.066
3566,0.17
3567,0.088
3568,0.17
3569,0.004
3570,0.516
3571,0.38
3572,0.052
3573,0.342
3574,0.164
3575,0.092
3576,0.22
3577,0.066
3578,0.14
3579,0.254
3580,0.454
3581,0.116
3582,0.474
3583,0.212
3584,0.144
3585,0.044
3586,0.474
3587,0.264
3588,0.008
3589,0.504
3590,0.384
3591,0.156
3592,0.132
3593,0.048
3594,0.216
3595,0.076
3596,0.378
3597,0.13
3598,0.388
3599,0.13
3600,0.12
3601,0.268
3602,0.154
3603,0.142
3604,0.144
3605,0.218
3606,0.286
3607,0.172
3608,0.378
3609,0.454
3610,0.174
3611,0.27
3612,0.462
3613,0.132
3614,0.116
3615,0.196
3616,0.526
3617,0.428
3618,0.198
3619,0.17
3620,0.068
3621,0.028
3622,0.32
3623,0.03
3624,0.462
3625,0.342
3626,0.062
3627,0.168
3628,0.432
3629,0.126
3630,0.056
3631,0.418
3632,0.26
3633,0.228
3634,0.136
3635,0.05
3636,0.054
3637,0.492
3638,0.176
3639,0.07
3640,0.402
3641,0.022
3642,0.262
3643,0.592
3644,0.168
3645,0.116
3646,0.256
3647,0.11
3648,0.392
3649,0.052
3650,0.53
3651,0.186
3652,0
3653,0.3
3654,0.072
3655,0.058
3656,0.142
3657,0.076
3658,0.494
3659,0.162
3660,0.14
3661,0.224
3662,0.486
3663,0.176
3664,0.11
3665,0.086
3666,0.434
3667,0.09
3668,0.474
3669,0.118
3670,0.118
3671,0.318
3672,0.04
3673,0.116
3674,0.198
3675,0.108
3676,0.138
3677,0.1
3678,0.162
3679,0.03
3680,0.194
3681,0.336
3682,0.028
3683,0.564
3684,0.436
3685,0.074
3686,0.13
3687,0.394
3688,0.172
3689,0.264
3690,0.12
3691,0.078
3692,0.166
3693,0.042
3694,0.122
3695,0.164
3696,0.088
3697,0.33
3698,0.234
3699,0.168
3700,0.064
3701,0.446
3702,0.054
3703,0.258
3704,0.288
3705,0.054
3706,0.176
3707,0.144
3708,0.078
3709,0.064
3710,0.21
3711,0.176
3712,0.088
3713,0.21
3714,0.128
3715,0.404
3716,0.064
3717,0.058
3718,0.044
3719,0.146
3720,0.208
3721,0.1
3722,0.488
3723,0.046
3724,0.062
3725,0.176
3726,0
3727,0.15
3728,0.078
3729,0.224
3730,0.246
3731,0.084
3732,0.148
3733,0.064
3734,0.078
3735,0.158
3736,0.226
3737,0.078
3738,0.594
3739,0.222
3740,0.146
3741,0.458
3742,0.076
3743,0.158
3744,0.192
3745,0.4
3746,0.084
3747,0.118
3748,0.024
3749,0.24
3750,0.144
3751,0.12
3752,0.182
3753,0.15
3754,0.092
3755,0.152
3756,0.11
3757,0.532
3758,0.422
3759,0.15
3760,0.124
3761,0.088
3762,0.072
3763,0.074
3764,0.286
3765,0.068
3766,0.192
3767,0.204
3768,0.014
3769,0.206
3770,0.164
3771,0.154
3772,0.182
3773,0.144
3774,0.058
3775,0.202
3776,0.168
3777,0.064
3778,0.108
3779,0.256
3780,0.164
3781,0.106
3782,0.23
3783,0.262
3784,0.226
3785,0.178
3786,0.074
3787,0.146
3788,0.068
3789,0.542
3790,0.162
3791,0.14
3792,0.096
3793,0.584
3794,0.11
3795,0.3
3796,0.158
3797,0.052
3798,0.068
3799,0.162
3800,0.052
3801,0.032
3802,0.14
3803,0.244
3804,0.11
3805,0.352
3806,0.072
3807,0.206
3808,0.148
3809,0.136
3810,0.102
3811,0.062
3812,0.124
3813,0.262
3814,0.176
3815,0.18
3816,0.274
3817,0.05
3818,0.122
3819,0.194
3820,0.178
3821,0.218
3822,0.164
3823,0.12
3824,0.198
3825,0.41
3826,0.186
3827,0.08
3828,0.084
3829,0.188
3830,0.38
3831,0.014
3832,0.08
3833,0.036
3834,0.054
3835,0.062
3836,0.172
3837,0.164
3838,0.262
3839,0.104
3840,0.18
3841,0.094
3842,0.122
3843,0.08
3844,0.202
3845,0.176
3846,0.556
3847,0.038
3848,0.292
3849,0.126
3850,0.104
3851,0.08
3852,0.16
3853,0.204
3854,0.146
3855,0.532
3856,0.066
3857,0.116
3858,0.282
3859,0.106
3860,0.152
3861,0.09
3862,0.102
3863,0.07
3864,0.104
3865,0.118
3866,0.056
3867,0.074
3868,0.136
3869,0.002
3870,0.01
3871,0.466
3872,0.102
3873,0.002
3874,0.11
3875,0.104
3876,0.174
3877,0.11
3878,0.042
3879,0.064
3880,0.436
3881,0.594
3882,0.096
3883,0.156
3884,0.242
3885,0.038
3886,0.124
3887,0.108
3888,0.488
3889,0.082
3890,0.24
3891,0.254
3892,0.336
3893,0.198
3894,0.276
3895,0.156
3896,0.506
3897,0.166
3898,0.5
3899,0.092
3900,0.068
3901,0.106
3902,0
3903,0.046
3904,0.126
3905,0.216
3906,0.214
3907,0.15
3908,0.156
3909,0.03
3910,0.198
3911,0.406
3912,0.26
3913,0.58
3914,0.012
3915,0.252
3916,0.608
3917,0.37
3918,0.03
3919,0.204
3920,0.086
3921,0.038
3922,0.086
3923,0.208
3924,0.474
3925,0.122
3926,0.12
3927,0.364
3928,0.186
3929,0.438
3930,0.236
3931,0.104
3932,0.136
3933,0.334
3934,0.076
3935,0.098
3936,0.15
3937,0.354
3938,0.136
3939,0.152
3940,0.382
3941,0.272
3942,0.148
3943,0.164
3944,0.168
3945,0.292
3946,0.168
3947,0.272
3948,0.116
3949,0.034
3950,0.052
3951,0.062
3952,0.154
3953,0.236
3954,0.046
3955,0.106
3956,0.12
3957,0.114
3958,0.092
3959,0.176
3960,0.058
3961,0.322
3962,0.054
3963,0.034
3964,0.082
3965,0.318
3966,0.124
3967,0.04
3968,0.226
3969,0.316
3970,0.124
3971,0.116
3972,0.076
3973,0.122
3974,0.254
3975,0.174
3976,0.016
3977,0.074
3978,0.094
3979,0.188
3980,0.174
3981,0.092
3982,0.126
3983,0.42
3984,0.208
3985,0
3986,0.122
3987,0.058
3988,0.274
3989,0.422
3990,0.13
3991,0.206
3992,0.316
3993,0.326
3994,0.234
3995,0.08
3996,0.188
3997,0.252
3998,0.124
3999,0.084
4000,0.114
4001,0.102
4002,0.182
4003,0.572
4004,0.11
4005,0.112
4006,0.104
4007,0.058
4008,0.06
4009,0.188
4010,0.518
4011,0.226
4012,0.13
4013,0.066
4014,0.31
4015,0.076
4016,0.17
4017,0.11
4018,0.45
4019,0.128
4020,0.206
4021,0.17
4022,0.032
4023,0.05
4024,0.198
4025,0.206
4026,0.286
4027,0.176
4028,0.416
4029,0.14
4030,0.086
4031,0.472
4032,0.278
4033,0.048
4034,0.27
4035,0.306
4036,0.154
4037,0.134
4038,0.102
4039,0.348
4040,0.46
4041,0.114
4042,0.086
4043,0.086
4044,0.066
4045,0.054
4046,0.096
4047,0.356
4048,0.164
4049,0.02
4050,0.054
4051,0.064
4052,0.128
4053,0.088
4054,0.07
4055,0.536
4056,0.128
4057,0.032
4058,0.166
4059,0.278
4060,0.342
4061,0.194
4062,0.146
4063,0.224
4064,0.184
4065,0.268
4066,0.316
4067,0.204
4068,0.096
4069,0.272
4070,0.058
4071,0.146
4072,0.152
4073,0.102
4074,0.19
4075,0.082
4076,0.05
4077,0.216
4078,0.234
4079,0.464
4080,0.134
4081,0.066
4082,0.136
4083,0.072
4084,0.164
4085,0.194
4086,0.216
4087,0.308
4088,0.28
4089,0.226
4090,0.084
4091,0.098
4092,0.274
4093,0.206
4094,0.146
4095,0.18
4096,0.056
4097,0.034
4098,0.274
4099,0.132
4100,0.222
4101,0.182
4102,0.184
4103,0.228
4104,0.068
4105,0.08
4106,0.054
4107,0.222
4108,0.1
4109,0.294
4110,0.03
4111,0.222
4112,0.142
4113,0.376
4114,0.072
4115,0.332
4116,0.16
4117,0.042
4118,0.122
4119,0.224
4120,0.076
4121,0.198
4122,0.196
4123,0.528
4124,0.064
4125,0.254
4126,0.87
4127,0.152
4128,0.152
4129,0.086
4130,0.194
4131,0.166
4132,0.32
4133,0.156
4134,0
4135,0.038
4136,0.226
4137,0.108
4138,0.47
4139,0.298
4140,0.112
4141,0.154
4142,0.03
4143,0.094
4144,0
